day,TECH-A,TECH-B,TECH-C,FIN-A,FIN-B,CONS-A,CONS-B,CONS-C
27,0.00614891531473255,0.023868700694376258,0.01570539584988989,0.009889397083019268,-0.0188550799146422,0.01041634133285706,-0.003628220002260882,-0.00018026065876633555
28,-0.01187814992800505,0.0032233919477511713,0.012203009770948257,0.022100890095816287,0.03493686163419571,0.01571140741532064,-0.008765829337015862,-0.014823349305878199
29,0.015145614846289032,0.02203513349489515,0.015893273345479474,-0.016115868883221134,-0.008361456194041546,-0.007833102996381819,0.027009399110312915,0.013686603616894727
30,0.024117044827203574,0.033747778790341965,-0.019074978032253682,0.010744501036990154,0.036660342360077466,0.025159857716477895,0.007692452298742309,0.00042018011095183716
31,-0.02506916013506966,-0.007995841723317215,7.712044882209621e-05,-0.014658196140791509,-0.019163349835143444,-0.0034335284790908,0.009552283219051088,-0.0005302702370519104
32,0.0019576399842583473,0.0013359356698383479,0.018252839314356693,-0.006952775770671127,-0.014467715198665534,-0.0040824979847923736,-0.005765135541545634,-0.015267759899245687
33,-0.019838529330576463,-0.012994919856674815,-0.0013008715929175721,0.006171248892284986,-0.032614356550039636,-0.01329186676253795,-0.010748368561507089,-0.020565209905922054
34,-0.021479834135876563,0.010931970194774805,-0.007486454403934836,0.016230834145963647,-0.0026768696583402756,0.0199115928902696,0.0026756845948454123,0.00502337747089698
35,0.002155100309532253,-0.0038766353723355094,0.032282168635815435,-0.0003238807885825451,-0.0031727488954511503,0.004571090676539345,-0.00885447639437785,0.0016366273642695185
36,0.027521333274224055,0.0055395523328039525,0.01064691010822726,0.005994716062459856,-0.010077958466139625,0.023315560270936245,0.0017044413612533544,0.009319226204237304
37,-0.0012265868612822942,-0.0003680215694122201,0.003608483943919419,-0.0041724586046911205,-0.022868711362879532,-0.0144989914784446,-0.016295921826973366,-0.01754515664595374
38,0.018687742710498785,0.003003736765883905,-0.00361021270029286,0.004293696212429964,0.00896335387899611,-0.005106805322815192,-0.016450957838086075,-0.018858602467774165
39,0.0055416186284954075,-0.0017133881875136424,0.008728393060263757,0.01035936918388511,0.01277014623976281,0.0055278069329016835,0.01586829347710325,-0.01910675444995645
40,-3.806028580867135e-06,0.020867219583275434,-0.008009805881191477,0.015558187489182933,0.02992961401196124,0.007842093448294745,0.01325357646682426,-0.013023680742801056
41,0.005025990007350673,0.025012851504855577,-0.03139913502436498,0.02455498591524809,-0.0010729965824989515,0.01782868129040711,-0.007218515215394652,0.025491527967515637
42,-0.017056973091636885,-0.019318785253643212,-0.023159588645371244,0.009009483444369977,7.156451423654124e-05,-0.004367385289070071,0.008662225037952637,0.019180445803739787
43,0.005903924709285311,-0.004170596017305879,0.011116310427897985,-0.008549562473913884,-0.00967787358726068,-0.028786927582616077,0.002846201414201211,0.003043487234696893
44,0.032866390391518174,-0.008354217535542508,-0.00764882109578517,0.015344125834530178,0.003459627218508729,-0.03834966648661032,-0.007145793994243078,-0.009640004435664522
45,-0.0022025931586611563,0.008391883078818796,0.023337536187565004,0.011862377363119934,-0.003025362175888326,0.013589497305751104,0.006988553004164092,-0.004337145622755069
46,0.03736757756724952,0.03402024837174189,0.020720294775262438,0.013560703827162634,0.014204643775657479,0.02495707018272681,0.007299653339762546,0.01656354821247872
47,0.006909164191795063,0.007431143119946474,0.022986687423805184,0.015842207414231944,0.013678671164267651,0.027157196525062436,-0.008741181559228029,-0.0020708078405622683
48,-0.021850248593711208,0.010371974352287715,0.0019499584758151372,0.007041477606349926,0.014539925884462124,0.01221044284368745,0.031318527998121806,0.011588459367023886
49,0.018099952799112928,-0.013319728400777582,0.011441917804961534,0.004281855135479124,-0.006083482277866132,-0.00937972238045267,0.005237318091164533,0.003937497106133026
50,0.019594429364949047,-0.017430674114040416,0.006307549707332695,0.013198485817044844,0.02189590878329588,-0.002084522794347833,0.0018686154425260313,-0.0036581415414946284
51,-0.017770550571471897,0.0331087908753695,0.02206191592625037,-0.017605330651118828,0.0038587240059195227,0.0014967926123522165,-0.0029580715804045305,-0.004001607763959681
52,-0.0274205600885477,-0.026065212068044043,-0.04625480290279038,-0.013231826767597547,-0.013800748263588913,-0.02563533969088283,0.0011005134917716833,-0.008694504084342525
53,-0.04023042045164614,-0.019603362220886676,-0.013022351511724962,-0.005371177976730727,-0.004450355999403829,0.018721995833360143,-0.0066220803532801974,-0.011256446263370017
54,-0.03950121356985174,0.008882367717657845,0.000558399748182432,-0.012996620891921454,-0.004739169110967548,0.02269570012313944,-0.020558338698849103,0.0006415244516235694
55,0.014147027855855324,0.0012810283617440375,0.020384281041937083,0.009487853832256591,0.01211117832048602,-0.0015339183926688493,-0.013729975190059293,-0.010982780143797265
56,-0.002253752849187482,0.01565502831965112,0.009384441667218475,-0.007344017931183122,-0.009205541408736737,-0.0006407599118596787,0.014230688594903647,0.0002270362459444571
57,-0.01582721390342939,0.002310343257629933,0.0005174465306179276,0.015777735708672545,0.01669256407299873,-0.003297985367822937,0.020225657062648027,0.02379808791046431
58,-0.005016463614598092,-0.012251176581425206,0.005019380945236596,-0.024026241043417065,-0.019234532340808103,0.00903061824767211,-0.011065938340393,-0.009801576432392385
59,0.002646552503083585,0.0088738505538906,0.023892753127132876,0.01836402947350063,0.0389331811125318,0.011842057912271583,0.02490018426409221,0.017652765203018936
60,-0.024826138819138463,-0.03563491464660444,-0.017653633867782112,-0.004635892240833554,-0.00047320529708764353,-0.019400400475327,-0.005755846278528104,-0.031489553947591856
61,0.01065228862484361,-0.002818813498747177,0.0038723821714267193,-0.0083456178764066,-0.005789220405233903,0.0046891313146168075,-0.003805866773722039,-0.006224679055611615
62,-0.032656618589685604,-0.004782948535352177,0.009749333124040704,-0.002562041452893317,-0.005072323659843353,-0.00351253477926101,0.0013874712628185756,0.002575421906357224
63,-0.020471823700230575,0.02679344635370501,0.02645090022367331,0.008331095551428067,-0.0036107943908447104,0.0031566703417959634,0.005137249964167099,0.020469962912737037
64,0.014174824260333634,0.012400972103919057,0.02139686246695243,-0.013710408194488148,0.00866860673862892,-0.012026006625561704,-0.004266491188051852,-0.015450769216996143
65,0.0407113884723474,-0.015783627570406814,0.020176740101129693,0.006496180204136302,-0.0003406502607600278,0.02712760362216293,0.012499251251724294,0.009559612103573645
66,-0.004322099871647649,-0.02420688894682177,-0.02052916386025414,-0.010365781428230922,-0.0005711767361840925,-0.008368423010662773,-0.002652719147261974,0.008723487567849074
67,-0.012410172961262345,0.044397410750787576,0.008953108760943962,-0.005775109782528898,0.011015761075992688,0.0017582645946360598,-0.02894847831648162,-0.01740953020581198
68,0.04271205376603238,0.03771236871558132,0.019809229916108867,0.013989870802399778,0.005849037261350424,-0.001607831759718344,-0.0009944383840399204,-0.0010208288158029969
69,-0.016416532720926278,-0.014079856178053598,0.002093245669630979,0.002935270173867207,-0.009333254219293598,-0.002330104567035014,-0.003832336164576715,0.002228212892425877
70,0.024067697246044153,0.0026326705449586756,-0.022098398440704898,0.013182556801577832,-0.01119773254254871,-0.0249953643951222,0.002141480499600652,-0.007371534414955931
71,-0.04089609406526745,-0.029091065865292736,0.0041933128764736,-0.011051057497710778,-0.010387069361413034,-0.0006726977559138661,-0.028852243057656886,0.0070634937219952575
72,0.012508248172069114,-0.03081712204422423,-0.02521694502848856,0.00042154869121132895,0.01845234793479558,-0.012781783654106645,-0.00625418045478834,0.0014896910812583239
73,-0.021021861999736956,-0.012853915960283086,-0.012334411192334836,0.025600719948840122,0.01351395011259301,-0.011684757314253957,-0.010017298461928153,0.009246206874989194
74,0.014608727272325497,-0.01683996169758587,-0.014190363693516096,-0.013593341057651719,0.002093137399716968,0.003861089216920239,0.014052469105475859,-0.0010858132905248175
75,0.03163961762348785,-0.010399939704790317,0.04757688310201776,0.025462761247249468,0.0025026994299875392,0.015130867925142451,0.011592968761843958,0.0027159762871686016
76,-0.032642862903117735,-0.030192490317040924,-0.016557603996519527,-0.0008572737813013342,-0.003016198965572618,-0.028151347225501867,0.013205929843696384,-0.008586693433642918
77,-0.01042131312577571,0.00017892321686899444,-0.00960925339544496,0.01676760719427192,-0.017173335808814468,-0.0020342314289980793,0.008112281952963108,-0.011283127147217761
78,0.009058024728313819,-0.010082911845990711,-0.010796918595135192,0.013188367429056274,0.012463476251316103,0.012914699203755634,-0.0012912200205462848,0.0075266448039227
79,0.0015360859554403236,-0.008212798947448457,0.012334324296886932,-0.0027322497555330866,-0.0005550398459731303,-0.010176659578609347,-0.002131251755669698,-0.008603642674934246
80,0.0046254145242133424,-0.013287204855333032,-0.03630655063334798,0.009659733417796358,0.02312037863793274,0.0009476647530453275,-0.0004881775548649255,-0.004012585094410702
81,-0.013842957625159876,-0.000626854338513845,-0.02557699003848377,-0.010271249510084679,-0.004517655553749883,0.002890746418673028,0.010223817153948392,0.004562871028016233
82,0.014850405608619166,-0.016923328137110304,0.04287497258729979,-0.00014505058204341875,-0.001697985936931694,0.0038417833140832005,-0.01001709292114387,-0.008389625963765779
83,0.00413485823722525,0.028801546942827414,0.01119905689050497,0.008588974875356474,0.0011357013158993972,-0.016309002733119585,-0.012397019438593067,0.00409244589720262
84,-0.03352616243241334,-0.035560716799008754,-0.02390820253396221,-0.011927365930765934,-0.0013328154789840584,-0.0022936883085481873,0.003231009375846674,-0.007778714945885409
85,-0.0038883374032543175,-0.007026702133585312,0.009031438915110266,0.0017069074024103625,-0.009663861133511073,0.01736482065716167,0.0184340967652119,0.015608263116540165
86,0.01700748941538811,0.018989795774126093,0.011879097796001471,-0.012461922042104858,-0.0015378411784043823,-0.00856946103019981,-0.02073666491720632,-0.0019285446149602714
87,0.01234875858276283,0.01908592927710175,0.006398030230932067,0.0015866638705864852,-0.009212519309124591,-0.0038694208471400445,0.015810181852786265,0.006391182245829009
88,0.03658175789373134,0.012605315510330712,0.034721668040430295,0.018407993317165902,-0.00580039271721688,-0.01079864400098869,0.0037032156981280898,0.006052672796414395
89,0.03390714917191611,0.027578072594852704,0.02257419801555149,-0.0020020670988123435,-0.015620490839772377,0.017754125861938794,-0.014907746405732267,0.012142701614050538
90,0.02931593430418074,0.022635516420203165,0.012054604453143655,0.0037793865947179216,0.009439240109042492,0.01913512203872943,-0.015325131477454533,0.015884693915627364
91,-0.0013190445158301322,-0.02864047430080733,0.001372105345314005,0.009570729745056909,0.0203089062561273,-0.006609596462821806,-0.013619581864702458,-0.014560482893966161
92,-0.01904016788215162,-0.01314534132963215,-0.014999457483631535,0.01910929568891817,0.019812097266204975,-0.004769239545790152,-0.005222371552655153,0.0050496801009883635
93,0.01271087805696455,-0.004705937354196277,-0.0023861354933833387,0.007390654600005337,-0.001246249163666958,-0.010187106335059171,0.0030526888956669313,0.0016905534432030943
94,-0.029444782041385884,-0.032422730994434226,-0.03730502919654954,-0.03154578129935709,0.0038674934171609478,-0.02820388385221613,-0.006909147157542696,-0.005587069453637533
95,-0.03734332414622822,-0.005775870550941704,-0.03448864645783403,-0.014901216811215763,-0.01064317018829114,-0.03169879629152898,-0.018457438725176883,-0.005161853684435632
96,-0.011704543192220656,-0.032708251241853684,-0.02662082374075212,-0.012434502468422056,0.008993381072103294,-0.019985752563646302,-0.018572157348308735,-0.014669132184342517
97,-0.011932354989908354,-0.007476548226035577,-0.028819115025589384,-0.006466282643671217,-0.006703197653907663,0.008347158114908434,-0.011483096103282762,-0.01627577285669804
98,0.022525239797971584,-0.010901442351948891,0.01385996837685987,0.025881616494666998,0.0030228532288716784,-0.003125664007245385,0.005497700927880111,0.01064586109720382
99,-0.002829191065419987,-0.005530257344021626,-0.027075749162826526,-0.02614558427182853,-0.016031079938503143,-0.001592103007903323,-0.003728064233834617,-0.00952335190495713
100,0.0008292988220666301,-0.010013130166285007,-0.048940610808873776,-0.025375717636295564,-0.0274598170172587,-0.01112166180739749,-0.00956749220270925,0.007796098657938438
101,0.02959559812748641,0.040764936612256455,0.001186200594962319,0.006275769555419855,0.027297068855031033,0.0234960854851503,0.022766537982570383,0.009495376135826291
102,-0.01088523561559373,-0.0028636049408769125,-0.013971716295627355,-0.0051130851025196844,-0.01399805284101584,-0.022750851781406116,-0.015731636549372506,0.0020094928321585277
103,0.02460440899002405,0.0359258123851416,0.00567480884711331,0.01256705155738063,-0.0026776455255282418,0.010811749544190149,-0.0003401841650201628,0.012022405250175354
104,0.008103877362432833,0.007713212912473401,0.04001229055190788,-0.004805719258412788,-0.020148241867848027,-0.010989055878263519,-0.01604359728979652,-0.00681016528367091
105,-0.013369773047467285,-0.01595989513849935,-0.023744169561602094,0.01740489671412674,0.0029697097812488643,0.02093083873364615,0.005914385247596521,-0.009349515439335616
106,0.005018231130591571,-0.02094871285850629,0.008503076530306996,-0.030175096426642137,0.008139299580597599,-0.00032665317595446594,-0.008344297233700395,-0.004717847364037656
107,-0.022834084401061973,-0.015250974036906614,-0.0076874320808833375,-0.0006601774770997638,0.00788045149523817,-0.008909656554450385,-0.009122660863217188,0.009895997728968823
108,0.019930595654054462,0.013576355831632818,0.015581597165059673,0.0064023296095306725,-0.0072780894552798465,0.013774403996404401,0.015339948827955698,0.0039379135893330116
109,-0.03133952571485893,-0.028467549583156733,-0.027733735044601884,-0.011565215091498009,-0.02109330272576352,0.0145063127259821,0.013670305907324891,-0.004891787525347554
110,0.006236082636493858,-0.004574952939344075,0.012622039541160989,-0.010517821474058813,-0.006402633813987905,-0.020379186905971382,0.0018769881926527835,-4.64717712691449e-05
111,-0.002625030287195171,-0.006034039546534926,0.0034367881193857128,0.001682635449731747,0.011609262902573397,-0.008775558747993717,0.014936075058419544,0.002066501837381212
112,0.018975811548865205,-0.03985803654065491,0.0004708785239392415,-0.00446121958106277,-0.0032646033187473554,-0.009742822590664026,0.00546503159081229,0.011281636135610614
113,0.014447410000813253,-0.020100091702144406,-0.006675361782070699,0.0020289255433002893,-0.015268461978433703,-0.01731147686393948,-0.017471293610748156,0.0012903802302166676
114,-0.012869260028516167,-0.009072453024310255,-0.030561410519018957,-0.023456819710472775,-0.005029908253432533,-0.0012689157283300176,0.002800844137502339,0.002429877952505507
115,0.04763067098268145,-0.013833385535850392,0.0252212919085179,-0.007129579143018235,-0.011377041371756963,-0.023745602870426777,-0.021045426552076276,-0.004592057648736225
116,0.005506703697846553,-0.013050177380705283,0.014538980451125729,-0.0071204216555886286,0.02106246058952771,0.02288731487679389,0.0031413830655248336,-0.0028425097792281378
117,0.06833417385387332,0.04181638809900202,0.005105141659806256,0.002922679116329642,0.003145474944834059,-0.015706254838317453,-0.005559547704367735,-0.001118541627467025
118,0.00539060231437468,-0.0009108716272581072,0.011296868763414786,0.016743076493644454,0.013625659220629038,0.004971051129193479,0.00249839975553523,0.00968975643920987
119,-0.00565279329884947,-0.0030278293621115917,-0.008206287960796728,0.014426709952285779,-0.02582647255800063,0.003073451490888876,-0.016287698884574445,0.0010934700072050899
120,-0.017051672030215254,0.0024712758732483384,-0.01999195510497829,-0.011157769425433117,-0.0045813254135487385,-0.008721667662964873,-0.010463473619848914,3.729553440985547e-05
121,0.010686098378702175,0.015061939211460512,0.00533947028760839,0.011447413306573326,0.02223626522978916,-0.010163542936243818,0.007420202950356478,-0.010152649611479209
122,0.022795830592122413,-0.016546192308555717,-0.0020846840454388695,0.00855811775041957,0.0069650036147255664,-0.013734733111069816,0.0010001707138882548,0.011367817734603236
123,0.029169371389242978,0.02490846285240289,0.011750140313219115,-0.002464578463478709,-0.0038834359193535353,0.010258940594088878,-0.008808420751071765,0.009480498289689677
124,0.025610688287765096,-0.030670556940581933,-0.027857941564754428,0.0074316051593210156,-0.002938049224353958,0.00028276683565361775,0.0002124998414926981,-0.002671624055132914
125,0.02129892111492203,0.05515718108187274,0.009090866976100086,0.014964639120276055,-0.007615541079483331,0.010558510080829427,-0.009519965143668055,0.01914160478623802
126,0.02581878341141268,-0.006047099569026503,0.026481559250892142,0.0070618224564192094,0.02589103472924867,-0.0074105592488825905,0.011318028638075496,0.022532522587526152
127,-0.032179058059559916,-0.02982910942282353,-0.02207091904883473,-0.029749300065052275,-0.012463735525035644,-0.004960950249752282,-0.007265790498606841,-0.009535892223964578
128,-0.014834166867167436,-0.03556604748357908,0.021278622275348415,0.0021726349883612476,-0.014902573083251158,-0.00805936063321591,-0.005305027044173976,-0.0007318964114803204
129,-0.007187387346341086,-0.02720950866670968,0.01032459719008294,-0.023033134979470047,-0.008234873189362807,-0.00394392765162618,-0.01410703518990735,0.001850198167161591
130,-0.04025054311220217,-0.003453330479482524,-0.0022638059362047984,-0.008636950257210549,-0.03202342065496119,0.019917181187478615,0.005005646024147203,0.015027265779146173
131,-0.02303313969549529,0.03171527329893206,0.00546270128185462,-0.011313545965105665,-0.020009598906120002,-0.018551577862389864,-0.01681064730574757,-0.004080203528321013
132,0.04207162436912845,-0.012068550970574911,0.02447112150334101,0.011765144477965988,0.003959021530829188,-0.012596812074254346,-0.015518471145889532,-0.015760074567004033
133,-0.0052164758612087934,-0.02060572033441667,-0.011146570649954168,-0.005153477812042298,0.010753955034386059,-0.014826168750329764,0.0011759939004334597,0.013577704312391936
134,-0.04479557859770973,-0.0512856861341429,-0.05231279415502746,-0.020588369775166787,-0.030664774799372626,-0.018142560633861014,-0.004840156601302648,-0.002615312843604955
135,-0.011301838092081224,-0.0017939176456170294,-0.004988593085019509,-0.011755887968769667,-0.015304422920822132,-0.01167048270915847,0.0012323143130982227,-0.014126996185517268
136,0.0030556473289598575,-0.0006081120768371634,0.012707221567407738,0.01014551259651075,0.009194070190590035,-0.007958211359954118,-0.004727002213049704,-0.008911787110709226
137,0.015076619757379672,-0.004882597607373283,0.007785070581171389,0.02593845125019425,-0.014240649258458967,-0.015668074122142175,0.020743810691332982,0.011708102570944033
138,0.032310194114589054,0.02420443850735369,0.02338505183680671,0.0033415129245583583,0.020554412888433328,0.010833864511908589,0.010349076243787506,0.01151591795029785
139,0.0656440721406523,0.05461527829477888,0.06364417214634852,0.029394971228278537,0.02400760090783739,0.03585366564047621,0.035203957528761314,0.02856021650542737
140,0.001409508628298849,0.017646906584418986,0.017129808163139266,-0.018244433586309748,0.010772354782715994,0.003429280977349377,-0.003811505447855617,0.008772362884061087
141,-0.009063207129807382,-0.017576319083882543,0.0008970027644204931,-0.0007099076266477659,-0.012893145802847944,0.002770844214511115,-0.012557532749747583,-0.01541463301988098
142,-0.044201629091085,-0.04185095206265554,-0.03592332604748774,-0.034628989306207544,-0.023553449678666877,0.007192468349454868,-0.04103845407263513,-0.025456524778014224
143,-0.022761173014075993,0.0012505263828433144,-0.024241471588863722,0.0014737576833899063,0.01751228346285702,0.0059754808115916914,-0.005780744445746649,0.0015173700752727786
144,-0.02105381016281309,-0.002855835046547429,0.021481761587446135,-0.0216228067210917,-0.02725586354641236,0.01181425210013504,-0.003171728322872532,-0.010003586012884588
145,-0.04395898916018661,-0.004893703817986409,-0.015087429193638287,-0.011103972352495625,-0.011723749521748181,0.006797568623875844,-0.006537291745202381,-0.0010882864040922715
146,0.02115557849071875,0.015382756744990326,-0.006917612873117875,0.002135909779433799,-0.005028907785198778,0.01529443050861928,0.014817422058575431,-0.018208042193573123
147,0.013791506541141817,-0.020569105940024087,-0.007176049377967882,0.00941539047409889,0.0031818572139291246,0.0285176543704599,-0.0072687393783490125,0.001445345067331108
148,0.05905446334327324,0.014789369681247947,0.024049091670801645,0.006668224145836557,0.014485260722846414,0.01929830194288335,0.0010154221009197476,0.013536023944175725
149,-0.007294533166966513,-0.018280479219378292,-0.015683763053111373,-0.01605781700790079,0.0042910598324804915,0.019447020266989506,-0.00035321609057218165,0.013676359482632874
150,0.01264919936286003,-0.017146688161983642,-0.019232493437018137,0.00882058867108071,-0.006177737920420942,-0.00393354259666937,-0.007355258016658081,-0.009491359695454562
151,-0.0239075366523031,0.020000987257584216,-0.01573230279454062,-0.020461291795296568,-0.01714059139874682,-0.014276631129188932,-0.0006100248663287958,-0.023022820535532205
152,0.008469369406836205,0.000362856569106197,-0.007958812650079854,-0.011213635455440787,-0.007078109749734374,-0.017928763151678843,0.004039517337365881,-0.011934450806027693
153,-0.008815271786896499,0.007874182321656664,-0.017305551377662824,-0.01385034869003668,-0.013557061884498598,-0.0005382126055728841,-0.014546744048019805,-0.0010074413100596112
154,0.014845312116509225,0.010438792127151144,0.020466749852078324,-0.011892632551880403,0.007573349113927489,-0.011381824879808516,-0.010162743762807635,0.0016513903661001914
155,0.03168276555672563,0.026252196208329432,0.025518959441163558,0.014324765083207007,0.011335023739913172,0.01618940365161034,0.0037712647199845337,0.009587251447035084
156,-0.011190636386630367,0.025964024880030863,0.010258827918430271,0.015650805354419234,0.0009705104136101665,-0.023852354069867854,0.018338351608458637,0.005880325240615638
157,-0.019897186774346074,0.014673224697673608,-0.004154205954162923,0.015602087106276709,-0.0031220828198584086,0.027812399082095,0.018880081509171226,0.02078587358342269
158,-0.01843481387344107,-0.0029463447635217606,-0.0052655704483625995,0.001643023206757101,0.01878182444947822,-0.0020884846820080575,-0.0006785854002000632,0.001527220957938423
159,-0.020657059305468232,-0.0027174925029592317,-0.01790778198954725,-0.02351976325840416,-0.020169011996478695,0.0005677730206597132,-0.01974269269601303,-0.0214877586934979
160,0.003172125092340744,-0.0053953484266920084,0.0042869980436264134,0.009829890956613378,0.002055805597050533,0.015743625940696553,-0.015996615328427135,-0.0006391914272939087
161,-0.027353012310853356,-0.006325935885396281,-0.0027003264629732,-0.010828860923170033,-0.004656263085218318,0.00020379206508566294,-0.001092075630580135,0.016846890088237695
162,0.009391852498704507,0.011452418491782749,0.039168216769908046,0.005581671972431675,0.00551300186510805,0.04311852169448284,0.028905738991724085,0.007438176637117459
163,-0.03930115454713866,-0.011138612945365783,-0.019528397023464827,0.002516826504630888,0.009534578841744194,-0.02928891816964167,-0.035142639963911565,-0.011247273121062263
164,0.016982676930594777,0.04148875546642355,0.0315432620206334,-0.01699372208516444,0.012858371644791648,0.03588348349124524,0.0029559617047343503,0.0033298706905684405
165,-0.03048043361212764,-0.005130205535602745,-0.011223757223927194,0.005606856373213498,-0.005088545468095881,0.0021813247892088113,0.008383539103493438,-0.008155864373119753
166,-0.019489781430298586,0.027233409761203885,-0.020963084728353964,0.014430851183627334,0.01458016872258388,0.012299104729128187,0.006416116595942191,0.009545272350229311
167,-0.010981493353781662,-0.027223653620371165,0.008253077166633968,0.009258710548994999,-0.003567800699438568,0.01906919305251707,0.01833533020425828,0.012830780087585593
168,-0.014853288919519756,-0.01453160101609829,-0.0008277090058937085,0.0002559823115418367,-0.0054748338892766655,-0.015227453560298903,0.006215156672051527,-0.0005671492555241832
169,-0.031017376087295663,-0.008390809800294316,0.002131509335041388,-0.0012648790564286703,-0.005732492452752855,0.004978662303089425,-0.004550425583715064,0.01837167690546945
170,-0.014567401512701795,-0.02176154231038204,-0.002517335234162669,-0.014000070435993339,0.0077255118743068,0.0116288614396837,-0.008141756391596134,-0.006338348054093802
171,0.03995749833047453,0.05762786179324539,0.012316439405074611,0.0018857473112257384,-0.0036181190382967962,-0.015748375538516702,0.004569513995572449,0.0013438263616925013
172,-0.034415792891428876,-0.009867209628856876,-0.019707597843032568,-0.01502168392182463,0.011347971747332165,0.0025588798774421016,-0.014026744013659293,-0.010542738283962027
173,-0.010896926811584166,-0.011908692428836163,0.0033276092101464745,-0.0041628319625139866,-0.011107766982626697,-0.0034225730596594353,-0.01927390585859097,-0.026877498016832806
174,-0.0021437180015170323,-0.01688530876660867,-0.009000738435734849,-0.007612844362649442,-0.014668889974037095,0.013058310777506129,0.007299534634139834,-0.006550392008077947
