day,XLK,XLF,XLE,XLV,XLP,XLY,XLI,XLU
13,-0.0007434335659955993,-0.0014099090073363962,-0.0029186659210612698,0.00027992922998931746,-0.00556109425382878,0.00291813188241119,0.0011075844194938789,-0.008057462384929659
14,0.007815323030102794,0.0021174188975814356,0.012266522649971412,0.007282894312309995,0.011494572471823838,0.007272353543487542,0.011062355712056826,0.01653597663320827
15,-0.006647179405121273,-0.0084510276947245,-0.013632689006182086,-0.0044491389128776815,-0.003685419838222126,-0.0016844214032017968,-0.0019152497897648724,0.003424568697319552
16,0.0,0.0035513366452852857,-0.0020940247677611046,0.0005586108961468383,-0.006781825272119235,-0.0007239206183747848,-0.0008220954236982658,-0.01222958505071281
17,0.0029742514534312203,-0.009200195608735084,-0.004756111156720033,-0.0013958487872770542,-0.006517629072879894,-0.002894624798283174,-0.003565571308739135,-0.006334843229297005
18,0.0018531072907479462,0.004285497155477103,-0.006326136457573961,0.0008387204900273115,0.0006248195248914623,-0.00024203721567717107,-0.0030275341970661396,0.004925795840324376
19,0.0099888310323899,0.015647630192054285,0.003961423389792662,0.009776399665333058,0.007180633061519837,0.003388140710713916,0.010767452592168159,0.003460827742158168
20,0.0025644961697508517,0.004901871769427135,0.0076085208130514115,-0.0038725517041788837,0.0037199516602484106,-0.0012056301612267672,0.0005463799701777017,-0.0017242252589999563
21,0.012787499219322429,0.027177543310635377,0.01761956994303282,0.005831577813958599,0.003088226771584157,0.020526443045998377,0.01719909904999395,0.0025906282335341757
22,0.00036071095200340686,-0.004749311208101292,0.0119559962913931,-0.005521734354229535,-0.0006155205965038268,-0.0021297563330795466,-0.0024155843498837593,-0.004307115411437801
23,0.002524397621955776,-0.0006811610869547069,0.005159729460756157,0.003608961622746154,0.0009240213422558874,0.004742714807173698,-0.0010758293905273053,0.007209164955437775
24,0.0061151009571829285,0.007503393820172732,-0.003377042078897663,0.0,0.0003074939177050151,0.0023600041513762715,0.0021540428900819197,0.0011450591729658122
25,0.009652966672728747,-0.004062701868694174,0.000135392758363162,-0.00525599276590516,0.00553876569748768,0.0016485699897819117,0.002687849341261872,-0.0028595054980324885
26,-0.007436100788617228,-0.00951706339503422,-0.010029813063939352,-0.004170975300913149,-0.0021421614696761626,-0.00540670916660746,-0.009112794194465978,-0.002007235488184045
27,0.006421563693341348,0.008922358157537502,0.007940652250702618,0.00753971438945733,0.004293178335430081,0.008035668887035774,0.012171723196024775,-0.0011499541236074107
28,0.0017725536149824084,-0.009523535779332182,0.0017661702657165712,0.004157235838146756,0.002442976497908811,-0.0011725197659148145,-0.0034738983386968236,0.00028781951013434615
29,-0.0053075199825692865,-0.006181371279016745,-0.0016272005157919045,-0.001932233966044361,-0.00030507375361832345,-0.0044599161777990615,-0.013140173759014107,-0.002013008736668098
30,0.014584940087350784,0.015894728075991793,0.013038222948119849,0.005531098499198528,0.00639881875280901,0.004244447958561048,0.009239153034841241,0.010662599195278455
31,0.0,0.006122502768475702,0.0037536217622535784,-0.0033003111634577476,0.0009082445883514811,0.008687364685164178,0.0037692116803491604,-0.0005702003590546401
32,0.004208001510643156,-0.000676459288939113,0.006811899599856508,-0.007174040503015955,-0.005746967934634695,-0.0034915465058709128,0.003487077243278236,-0.003708679708797069
33,-0.003491960324707666,-0.012855131257330066,0.0022551870846567734,0.0,-0.002738166120048513,-0.002569523033735477,-0.0010689940026545885,0.0011450350800548126
34,0.003854463570247546,0.008910025304873281,0.00502970276917547,0.0008336906981307735,0.005185829380548235,0.004918013393828469,0.003211143983068876,-0.0008579039019387391
35,0.005933836210595178,-0.0033966205811705175,0.003951290309460731,0.004998447320254673,0.0033385985248324257,-0.0011648896397660202,-0.0002669427787810319,0.004294433438787104
36,0.0017347165571999223,0.007498282800282308,-0.0031483602256112686,0.0019344362311670693,0.0,0.005832714150916463,0.0008005127728671901,-0.00028536896675512846
37,0.007273988436362178,0.0027065335358340548,-0.0032899893575478734,0.0038606028380330226,0.0033272363519420978,0.005566847363491778,-0.001333407301314149,-0.004847140859365107
38,-0.004470333328645548,-0.004048584662765253,-0.011354625328422019,-0.006043302241881099,0.0018089905992171307,-0.0036907901287204226,-0.0061395723307751116,-0.00028657681921728795
39,0.005872424698325496,0.010840181778234648,0.00961511324349118,0.005250830201086298,-0.0015046581723235919,0.008335588904594404,0.0034919603703102986,0.0025794906553313623
40,-0.0013739493398194913,-0.0033510883011460546,-0.01137540577868612,-0.0016489709683407128,0.0009038023987948396,-0.000689097226709845,-0.005888463281631728,-0.0005720184482094215
41,-0.008596904258023952,-0.004034765475217639,-0.006422250967153986,-0.00220385718946825,0.004516946420295431,-0.0009188080822777334,-0.007000842232693927,0.002288592829427172
42,-0.009712478782791467,-0.024307694494359877,-0.016293906576283268,-0.012972522445372836,-0.008393150978842967,-0.01563970345389576,-0.022505304428819817,-0.003995344752944163
43,0.007355842396694845,0.012456533871779696,0.008350347461897778,0.004474224084884293,0.001511396669263032,0.011448588676534976,0.010263499067492576,0.0005731536384345759
44,0.010083386597829813,0.009569308648442076,0.008145430873005122,0.011135971970159142,0.0069423029792139435,0.010164337803737489,0.014277946939373676,0.003149571955091357
45,0.004475187322938945,0.008124267721715484,-0.0009425120979575929,0.004129964669710606,0.0032974824475424658,0.005716158057793352,0.0021658612779884567,0.003997100158491973
46,0.0013706521085272705,-0.002686128712903746,-0.005526544308788628,0.0,0.0035849687068127967,-0.002728107941313729,-0.0002701308084320786,0.011372624587699498
47,0.01984945351178169,0.038383895656793454,0.012062816463303871,0.014258386341569063,0.007442911640005656,0.01550389908568195,0.02080495534466742,0.0033742342145881565
48,0.003691334777033539,0.001296852121466019,-0.009642661302753597,-0.00027028724358568734,-0.0029549059208282547,-0.0013470550751411015,-0.0023821398464325405,-0.014850306140166247
49,0.002674475394319309,0.01748650787911399,0.001622970553231129,0.0016224887490952078,0.0017780987912547896,0.0033722308983470395,0.01193953476771914,-0.0008533731032623892
50,-0.00046808908033979524,0.003831848785236458,0.013756253431081333,-0.00010872598467503991,-0.000654260600964518,-0.0032142659363197934,0.00044759698037544204,-0.000804451994504185
51,0.007362864041672301,0.005088951955236842,0.004545532216010395,-0.00027151817429094116,0.0005949241176641529,0.0051864577065654505,0.0,-0.0069006042665294975
52,-0.0009969547343138263,0.005063666819230317,-0.01503860273532387,-0.005157504378440314,-0.0005945703933973867,0.0015699567207934084,-0.011584929717828762,0.0011583858813286607
53,-0.0003325229451114353,-0.004408026808371046,-0.011890338056937955,-0.0005456060794980511,0.001488259597247854,0.0013438411743873502,-0.0005326730117010126,-0.002024697775736106
54,-0.002328587248310643,-0.01328301531131626,-0.02256238308552938,-0.003275883193631257,0.000891183685964414,-0.0024605197552574065,-0.011194003089965654,0.0023185214926775277
55,0.0,0.00833324398742663,0.01091198727701781,0.003012339676921272,0.0023753620504207706,0.001121240901763132,0.0016171707158152415,0.0002889578771545498
56,0.014671564111804258,0.015893385629168533,0.007473248605301297,0.017477249862107413,0.0068127772024513256,0.015901432447082975,0.014801093858713976,0.006936767019670942
57,-0.00032851375185660725,-0.009386690426376965,-0.010027517084251092,0.0018786805135437845,-0.000588506065276384,-0.0015431587849725759,-0.003182283850685197,0.004879304651709715
58,-0.0036163445069733458,0.0025268424785014343,-0.012488074657209913,-0.002143313488172205,-0.002354920540415195,-0.008611085464561574,-0.00957693528482395,-0.008283333961964678
59,-0.001979339940452074,-0.010082469414574136,0.0,0.0021479171479668047,-0.0002947120828270533,-0.00022230918761811935,0.0005371082450160714,0.0040321909259755095
60,-0.002975352497884165,0.005729140957928092,0.008149718033876763,0.007500695194869733,0.005902937871016034,0.004454984999807676,0.00456363201485277,0.0051634879025184155
61,0.010610044528836626,0.007594634118363031,0.009756072003031857,0.0034568109663819513,0.007922547748638431,0.002661454775710892,0.006413563940590228,0.00513687642173033
62,-0.0006561752265111798,-0.005652708515079263,-0.00869592364364169,-0.0005302938571055682,-0.005531486597621038,-0.001990544045573195,-0.007169352551771091,-0.000567837487727263
63,-0.011818458232094375,-0.01579317371203981,-0.012809924601163591,-0.005302181428668673,-0.003219701121706997,-0.009308895593184818,-0.007220925252975019,-0.0014202706181267732
64,0.002325568301480674,-0.0025670969299652624,-0.005641534561026895,-0.00026641324502041375,0.0,0.006935194601276784,-0.004040781311715591,-0.007396932834658809
65,-0.0069607454733862095,-0.015443886621612446,-0.012623897662952133,-0.012529696545880764,-0.009104382100414532,-0.00910938322413024,-0.016229770297947144,-0.005158873634150352
66,-0.01401853906289241,-0.021568705590458093,-0.01968104395760173,-0.011339938416624173,-0.008891518005443189,-0.024439160281094496,-0.020346454191596086,-0.012964809152549939
67,0.005754699266627972,0.016032132723709402,0.0002928883315951314,0.0035502654669872236,0.005083662582689108,0.01378968116593815,0.011226703244859637,0.0023350840765259395
68,0.012453663373373391,0.018409002347035353,0.02182829414597709,0.0054421961930215534,0.0005952422214146047,0.012695930069228645,0.021370809652891287,0.0032034490039360985
69,-0.015624601472466693,-0.023240946077746183,-0.015053906004800721,-0.0100130626957321,0.0,-0.002686276917626129,-0.01277161338346422,-0.0034831751634896158
70,-0.010469508670732597,0.007270082948408474,-0.0066954322951939815,0.00027312769942899884,0.004162484869033589,-0.003591349917220543,0.002752478171494488,0.00932057903091299
71,0.021843080989498942,0.013123535553530186,0.016265861073791132,0.01475834371524587,0.01006813799485995,0.01058751291950677,0.01647028241207593,0.005195574278324733
72,-0.00734826050499493,-0.006476228029246522,-0.002019029725577992,-0.0026935397927071447,0.0,0.0015608595401814807,-0.004320806498990026,-0.0017231104357857685
73,-0.011103638972568386,-0.004563494875831631,-0.0012999786807117442,0.0016206056392478185,-0.003224908588965847,-0.008012694780865526,-0.011120369790695417,-0.002588558206944147
74,-0.003742693448860468,-0.0052390194328846285,-0.002314997994466106,0.005392240877029941,0.009117693773630364,0.0015707124769954728,0.00850262373117272,0.009804250143182758
75,-0.007855393370373664,-0.007241865826235094,-0.0010150424715139605,-0.007777053457962757,-0.015447128247873865,-0.0107530325779851,-0.011150546442639242,-0.004283145659359722
76,-0.002065190681288187,0.01127331398890763,0.007403278356936216,0.0035137364251751624,0.00029591803891393376,-0.003396728201671584,0.013201142884611716,0.006882703820010105
77,0.028285525748346085,0.008524398468368055,0.009942071914244899,0.01050332828551026,0.0065111438790175225,0.01681482372203358,0.0019001825196476307,0.005126373713033594
78,0.007715500336306524,0.008452545017034074,0.010557988484632297,-0.00026641324502041375,0.009114763323200492,0.012514047646199788,0.005960217195579709,0.0056674565101129115
79,-0.0003328549908769851,0.0006450627504888118,-0.000423621615405656,0.0005331608410001909,-0.0014569564254622858,0.012359183287877995,0.0061945799420155545,0.0033814476474454125
80,-0.00699289233131517,-0.00579898106599519,0.0062149831979525505,-0.0005328767319935368,-0.002625991929886329,-0.005668296210748824,-0.009368210594662307,0.0014040032034376981
81,0.0033532597129677377,0.010369388015132541,0.014317600501163597,0.0037323182480981654,0.002632905919583317,0.00657728447267969,0.0029723899453295566,0.005047478653995352
82,0.0006687626895174326,-0.007697225493566662,-0.016330075676721734,-0.001859219923601052,0.0008754655336737915,0.005445255400106763,0.0002689509138644741,-0.005859363393270867
83,-0.008350160427905706,-0.008403073090174518,-0.016600733375643495,-0.0037256861267680463,0.0014576442589508964,-0.007798896664473087,-0.008079589129033504,-0.003087039923239887
84,-0.02088229102763739,-0.015645630944301492,-0.02288995047536546,-0.01308754149921365,-0.007860274349784868,-0.019432454980032876,-0.014390370866788516,0.0014073037083723872
85,-0.002752164708242133,0.005960277170862671,-0.002928420873605675,0.0021652257864956947,0.00146721684314155,-0.0004447196994408209,-0.0027546170984300566,-0.001968003834900145
86,-0.0034493445313199533,-0.006583514387486389,-0.0032306962792204574,0.0002704581732928535,-0.0023437988232164475,-0.012030102148745447,-0.0024863034400434136,0.0016903336519100698
87,0.0,-0.011265742238648735,-0.004860966697707636,-0.006749756172947707,-0.004992670487331985,-0.0038327149927031012,-0.011631099526508315,0.0005622370583442393
88,-0.007615172920701019,0.004021388979192908,0.004292858206196959,0.007067128337863382,0.007083361713498215,0.0033951898847541795,0.0014007104818589688,0.009275332970976491
89,0.0006974410360374161,-0.011348164177998554,-0.007370370637176271,-0.0010798204384678822,-0.0026376996605652625,-0.0020301600891177163,-0.001958528027417472,0.0005566722893108889
90,-0.008713812783419872,-0.02025679586472051,-0.016632033460757034,-0.0032423132669113786,-0.004113966866571395,-0.014014709372257461,-0.01149413672857591,-0.0011130638844811802
91,-0.0028131311557375582,-0.005513428174693136,-0.01661132460002568,-0.005963989694277916,-0.0011804033242475143,-0.001604405957484567,-0.005104892833097896,-0.006965672750973151
92,-0.008109821188399757,-0.01455259065891601,-0.005681120633685421,0.0016367129525294288,0.003249924903406809,-0.0016070874559731552,-0.0011402648978287022,0.0014025652542011269
93,-0.014219604584643442,-0.020394216908797835,-0.0063327682681534325,-0.009256866740015246,-0.0070668399768212264,-0.026449391997893756,-0.02140414451445305,-0.00560368205670847
94,-0.009376310581595493,-0.01148630601485734,-0.006216443479950207,-0.008793786596577258,-0.00593160439728202,-0.007559504449835219,-0.0049576489306939475,-0.001972182487749996
95,0.02475454878027228,0.009441377178065924,0.022989807763048375,0.009703439052378027,0.003878511640499571,0.0176147986527726,0.022273948702223878,0.0011289184107763361
96,-0.0031974770342525494,0.007913405193758827,-0.0024462074780116083,-0.0027455224783956567,0.001188409765467524,0.0039763700107635636,0.003727483019303035,0.007050143323883651
97,0.001069353386443428,0.003568682375655774,0.0036784051461566936,-0.004405631744176297,-0.002671283158567017,0.005358733883492395,0.005426787656201748,-0.005320223050442996
98,-0.005696038748456478,0.0007118040404126003,-0.000763637462970923,0.009679487733772696,0.009523986412583563,0.004635153223788047,-0.001136097287351201,0.0039413755085297986
99,-0.002148005059570357,-0.0035538950683464687,-0.0047371747871775005,-0.0024652344433212514,-0.0008847440926773587,-0.0016145023508610246,-0.006826443241498947,0.0033650710927688454
100,0.013275613251897855,0.014265630424321607,0.0167357950981728,0.00329503641842388,0.007081928895083411,0.013862751076664237,0.013459559920619535,0.00307443789506201
101,-0.006374007459819753,-0.02320693580873978,-0.03065478992328119,-0.005747161996075945,-0.008204230442696914,-0.015724388233299025,-0.01667107881349872,-0.006129690288886547
102,-0.004632776440337882,0.008639070769248303,-0.008724738341304161,-0.0049547651431921524,-0.0020676349497660285,-0.002083641958375626,-0.0037356954998134517,0.005326953840516291
103,-0.02613660347888913,-0.03711648901215481,-0.024988048624742576,-0.017704073787909724,-0.018354472369268904,-0.03155482057660097,-0.02768991364004758,-0.004183831320410669
104,0.005881910653526168,-0.00963644036351452,-0.0008059008097687226,0.002253301027077992,0.003317634014380566,0.0035935555140234055,-0.010382494732479652,0.0033608718346074262
105,0.006214147259000935,0.0164669733548648,0.008549539654555627,0.00561957399905455,-0.001202233698691435,0.005490495773961657,0.0029978979711222653,0.0036280623027393766
106,0.022883575028685543,0.029455131955287372,0.030870248769062414,0.015646475195120635,0.013541722050645966,0.021605077308455956,0.02659882071584274,0.01390448210620665
107,-0.004971076199285163,-0.0007156595444403058,0.0006205152269265213,0.0005501751826595402,0.003563043075631045,0.0,0.005531129194531914,0.007679520388816252
108,0.011063028793675045,0.012169592160680365,0.0001553483553282664,0.0060491943919205315,0.008579828900703523,0.008831068139713016,0.007527632888236768,0.002177048502600032
109,-0.014119220294581458,-0.01838788491525445,-0.01364327591323411,-0.008745324852691638,-0.004693261544211902,-0.01520367530649569,-0.012930997178152381,-0.0008142065448555336
110,0.010024843585774601,0.015129240707284497,0.014146147045595026,0.009373736125186882,0.00471539211268035,0.010759874033410943,0.016011318544127295,0.0010873755189493295
111,-0.006026095653755226,-0.0035482055231143006,-0.012709237957483133,-0.001092272953926221,-0.0014665425305876445,-0.01458010023077505,-0.010028477872263908,0.0002716312173332014
112,0.004993167004423205,0.012108372566109527,0.015698283096493126,0.015039286164330257,0.01380696871811038,0.013386759004969662,0.007814553722073736,0.006785880499028174
113,0.010651000197811067,0.014000840183093999,0.019118848563663082,0.0037651827056366383,0.0016341915337096946,0.00981454593879394,0.008771859547301641,0.004952462236152755
114,0.007402625484662195,-0.005578895339045431,-0.00899149767264018,0.0067455807086460595,0.0026216099390727887,0.007139771090221458,0.002288684953562159,0.00379112016037908
115,0.007697852293063967,0.016830051487972675,0.01445492686193428,0.009112905232094848,-0.0008712915787232323,0.009147195786505247,0.013412971566435727,-0.002158509388373253
116,0.0017361076730539882,0.002068844818792881,-0.0039410888641484565,-0.0026560132162088967,-0.005234070543967184,-0.0011331495954429727,-0.005350155984229832,-0.00973198116535856
117,-0.02357060268379252,-0.02202274259389958,-0.04093762472275131,-0.01384822771061145,-0.011692717584941503,-0.02177899871086464,-0.019535880233584102,-0.010374082561747877
118,0.011004646318040212,0.009148267705274327,0.006664418710357722,0.010531891395878068,0.002957600743046074,0.004406746516845583,0.0034653149573253827,0.00027576115192329276
119,-0.020365200321725285,-0.020920435421447836,-0.022383226782343613,-0.012292782844764205,-0.0061926380620273,-0.015470099988434294,-0.01841757327069038,-0.0019306272792762869
120,0.003942858801581961,0.004985677682156853,0.010803310202772254,0.00297621590413355,0.0023735745413000497,0.012429263244963629,0.0017592879461583166,0.0013819250040378872
121,0.006069348037229361,0.012048129457709722,0.02073674485184407,0.010790470864302515,0.005920782078833398,-0.0013892715976155934,0.009657256939510805,0.011313401903892295
122,-0.008161866590935318,-0.0007003450436521286,0.006875988121831655,-0.004536931569151248,0.004414409031874067,-0.00556731174856806,-0.0008692372967966655,0.0035471674151155153
123,0.02790674706416496,0.025928806358486822,0.030110257435094434,0.01903431303351666,0.018751785214601524,0.0212268393031958,0.03481257181634412,0.005709174537586348
124,0.005569209835401212,0.006147592876705632,0.00045179441015030797,0.003157584222123644,0.00575227923973598,0.0029691704866521285,-0.008690506860128844,0.006218313401984865
125,0.007961597844036383,0.005430978768885764,0.023945746800812184,-0.0002621887496746522,0.004575220237909461,-0.0009109805295257623,0.010463858876810894,-0.00241830388274733
126,0.0,-0.014855079016366846,-0.01308993097047606,-0.006296313960960753,-0.003700465537885611,0.0025074807223122164,-0.0011198871324314963,-0.005924828600127996
127,-0.014766829250560609,-0.008224641544235856,-0.012071407377753807,-0.006599370105195068,-0.0011429427730552666,-0.004775035342616807,-0.013449237295959482,-0.0021672944518944526
128,-0.0020913651690093182,-0.0013822980721135414,-0.0045256534115519775,0.005315293625964168,-0.001144092997425905,-0.005482957066718308,-0.0005676900020404885,-0.0032587393893299677
129,-0.011177084383325653,-0.007612325283620436,-0.01560858406926624,-0.004758718214346147,0.001145403445487192,-0.005972549144331207,-0.01619781608112736,0.0016346556859674344
130,-0.004591832047670885,0.008367920908595616,0.01354672627580733,-0.00079684844248884,-0.0014302738353495492,-0.005778046075677223,-0.00808792917132195,0.00516716931501926
131,-0.009936414202727839,-0.010373570778400287,-0.0033409664729023847,0.002392833289742269,0.000859377687774554,-0.002324358754848599,-0.0037855804637803026,0.0013526453416767836
132,0.01326188980028542,0.02795307276960779,0.017524802018103136,0.01113729845797895,0.011162159615862866,0.016309253017129377,0.019292652076011274,0.008917077814750263
133,-0.001061177573016714,-0.002039514697138367,0.003294991993180618,0.001835572206085212,-0.005094733999106205,-0.006419361147380842,-0.006882646979385676,-0.000535826202103129
134,0.003895063990337011,0.005449580326547965,0.012539213839311225,0.012827342117649687,0.0042674702453000535,0.009921631988233148,0.0043314308394726275,0.00214364609822959
135,0.01728387312745827,-0.004742678912333376,0.008698267654547287,0.0015510432984386924,0.0002829561378188128,0.005255097638174666,0.0186889385548743,0.0032083492525620816
136,0.008668739270667247,-0.006126772699792227,0.00306953543043309,0.0,-0.001416174786534219,0.006590995852663095,0.004798139969177884,0.0018656320684315997
137,-0.011344146424209445,-0.015068130532353896,0.002330948538696198,-0.012903450843217756,-0.006239052888318719,-0.012192109331421785,-0.012359603838375643,0.0021284898620654857
138,-0.009735948740195788,-0.008345169240049022,-0.009594343318467313,-0.011764794913821985,-0.008561577740306636,-0.01462867767691134,-0.005119339679536705,-0.006636873001601762
139,-0.010182439955068734,-0.002805203129178313,-0.01599864768965975,-0.011111166663323013,-0.003166576179845948,-0.006727064433048935,-0.011149516570268192,-0.008818569483262317
140,-0.003902215666061859,0.0035162882264523354,0.0007458371377786488,0.004815177662193859,0.00028866931955007225,-0.0021020906646666004,0.0034691813057456944,-0.0005391941477684847
141,0.01531351191893604,0.015417116640976003,0.028468834063713366,0.009584778896990276,0.016455128373857875,0.016148054820237068,0.015269304642880233,0.015646123189301475
142,0.021746733940967822,0.01863359550789445,0.017681256806878487,0.02399857170885822,0.01136079146101343,0.019806590956393144,0.021850393659611722,0.011686313200143683
143,0.00034325679351643323,-0.002032400924299571,0.0028484222548461613,-0.005150782607217019,0.00505444082985651,-0.003839516973263457,-0.0027771644360283787,0.003675348320751448
144,0.0041180595477312565,-0.004752543029663436,-0.010934985196680902,-0.006213312200359811,-0.004470703522762909,-0.012922003179663188,-0.002784488017190667,-0.008108689494724097
145,-0.0034174733058627282,-0.004774927886811331,0.0048818943597881415,0.0005211378639902176,-0.005051760794773652,-0.004134247801725666,-0.006702048826007556,-0.0076476650688551695
146,-0.006515716062987842,-0.007539488111768633,-0.016716309780872463,-0.009633132659937704,-0.008180566281026258,0.002536663251934357,-0.0050604692853387645,-0.005580695737203101
147,0.01967566215655836,0.02348106786716153,0.02353932161285499,0.011830123516541446,0.016780554441082618,0.01978433190001927,0.021757775060029738,0.01175879083648601
148,0.007108727668417858,0.004048140669365541,0.0026972752660097132,0.00025973646599908307,-0.0005597906498548966,0.0036091942986655745,0.0,-0.0023775033197379614
149,0.006722600535342016,0.00403222607964504,0.015007909563222066,-0.002337828960695121,-0.005317404838760531,0.009439988479222006,0.0102320175083348,-0.010325470739591003
150,0.00033385878832037363,0.0,0.0008369697988106495,0.0036448193005205187,0.007034350940912981,-0.004898129149510155,-0.0013689168304329424,0.001337769446065229
151,0.0033377020759193243,-0.0006685959828736099,0.006829117208223101,-0.0005184784027216782,-0.004191313415204623,-0.0006716108615085759,0.000822597237115863,0.0
152,0.002328687519262518,0.0006690433025380305,0.0017995562435340062,0.004152400338107709,-0.00028056604779824745,-0.000895781999426748,0.004656476271427179,0.0029387903819912964
153,0.0029872331049605183,0.0006696088536248812,-0.0037305013068988924,-0.0025850515535629226,-0.00028064478719702635,0.0004485436039207702,-0.0021815639724359626,-0.0010658628220976407
154,-0.0019856329045409016,-0.001337309362309358,-0.0018033958636828329,0.002591751364453998,0.003930671331472624,0.002464328065869381,-0.0013658291237331754,-0.0010665981540005642
155,0.00033160985465219284,0.0033485612224286587,-0.00013862016791754694,0.0023261012113720003,0.0005592489179189197,0.0031282795873974756,0.002189323841311097,-0.0048048165014134
156,0.013589833417506414,0.0066752766465323354,0.008893629970785133,-0.002578805664563366,0.0025152904886820426,0.008242305270410366,0.010100928793898678,-0.002414492290711001
157,0.005559119460305073,0.0033159579611388157,-0.00041336825907201113,-0.005170451414424626,0.0008363777555311369,0.0037561830907613114,0.004864555082438438,-0.002688722022943568
158,0.0009758900118392866,0.0026437989492613667,-0.0034443270377653157,0.0020789917390524604,0.0,-0.004182574453967414,-0.002152028053817645,0.0018873420719522915
159,-0.006497935241072339,0.0032957852552513156,-0.0031808503034580493,-0.0033715619467198366,-0.006128669369290796,-0.0013257038183953629,-0.002156006980233216,-0.007265976553300635
160,0.0016347542806831594,-0.0013138840709825406,0.003745595973144944,0.000780986556710106,-0.0030825359480575187,0.002877162904957764,-0.004862326773925618,-0.0016261888645940914
161,-0.008161846228922243,-0.009868239627666142,-0.011056121806656716,-0.0013001930789521277,-0.00787177294946384,-0.006841950952767739,-0.008143051780930777,-0.01031790900461571
162,0.006254209910947051,0.005315401966653477,0.005869345374553303,0.008591773511859246,0.00878411911444732,0.008222158478642383,0.004651777678675639,0.004663788109809053
163,0.0009814869706710194,-0.0006608997297692376,0.00041701540670091575,0.0010322412361847277,0.0014046387046093844,-0.0015429139229020672,-0.0029964227392396126,0.0021844581270344943
164,-0.0022879652832263897,-0.001322973857880494,0.0006940143835454382,-0.0015468885954595946,0.0005610519310317308,0.001986910857539659,-0.0038250600139073665,-0.0019070703048281734
165,0.0019655462988001915,0.001986939333762594,-0.006660945920256123,0.0033572582026821784,-0.002243258216720889,0.0048471195494830255,-0.0002739451477574706,-0.0016379783842487283
166,-0.011114680065983373,-0.005287297853246109,-0.0106175305676377,-0.003346024733698605,-0.003933134849961717,-0.0054815074150302845,-0.008504670679607917,-0.004922162144071485
167,0.007933749870284723,0.007308639999131339,0.010025532006310067,0.0030988792519539565,0.00028214744119225976,0.00418863454326579,0.0060870891867481625,-0.001099215165839107
168,0.0,0.0,-0.007689223197466455,0.0020598452076494578,0.005922026687456672,-0.0024149977735632433,-0.010450640760533147,0.003851445227018413
169,-0.0009837629726821007,0.0,-0.0038038185063531404,0.0002565595244834462,-0.0016816714034465496,0.0015402413567375817,-0.0027792059912898903,-0.00438489383132501
170,0.022324155585813577,0.023746608087288124,0.021071650914529227,0.015926760535338147,0.01235568658629993,0.02241320682236192,0.022575149489539426,0.011285709959021561
171,-0.001605356335553143,0.01030955276292933,0.017313345339901254,-0.0005059735729973092,-0.008044183791650505,0.005372452589025523,0.008449305240058713,-0.0032663944958434277
172,-0.010614457746454087,-0.008290811587352342,-0.004356480258016937,-0.0035417924550168456,-0.001118728930431856,-0.001496121777665782,-0.006486826062587769,-0.0010918997813154085
173,0.0026008350142938674,0.008360123798613506,0.010665842454730567,0.0005074217182812202,-0.0030791597305627194,-0.0004280901577248253,0.005440403806257432,-0.0024606961498045976
174,0.005512030613022301,0.0038266917443072757,0.006088091687597164,0.0005077106891613337,-0.005335784590159376,0.004926056848580718,0.004058639971690425,-0.005754878841873201
