day,TECH-A,TECH-B,TECH-C,FIN-A,FIN-B,CONS-A,CONS-B,CONS-C
64,0.012909642759986151,0.0045815613924517825,-0.025992559584128154,0.005770972236842916,0.0009535882587317366,0.014459579490709033,-0.004674632599623014,0.011593966304629675
65,-0.007907809354498328,0.037682904099728694,-0.007980425166886802,0.010655831822397372,0.009424553980768849,0.003087410761492663,0.017836011133555235,-0.009612733261405939
66,0.0028722820192614434,-0.0030041096846122207,0.023757943276037197,0.005468797047895389,-0.01748393245368818,0.009218619764186683,0.015701771481316233,0.0012011477548483998
67,0.038342743870411505,-0.024509264885263286,0.016373437696137062,0.0106822839059301,-0.018750164210302296,0.0006353707790364266,0.006967691839705133,-0.007235440169077864
68,0.012953409697108556,0.005350694167901439,0.027337313228260336,-0.0010464269001927602,0.011889733765752263,0.005852888081967385,0.026365347523275545,0.004663499153527541
69,0.01352151886670667,0.00030153180699219427,-0.00036515504058462576,-0.009306656732833757,-0.005403023055627881,0.0014054504697480893,-0.005761696733297001,-0.014488540678431173
70,-0.029983783966262473,-0.02875616583573138,-0.03449900861219215,0.010042101632288906,0.0004137586508927418,0.0020654096723358908,-0.014574051173183188,-0.014965134321704848
71,0.0024200902348914498,0.026985606661757807,-0.014409210680422117,-0.008036378936685403,-0.012335564725646071,-0.017284851098620956,-0.011259919456700376,0.001444181184079434
72,0.003175371360610517,-0.004731656321213241,-0.009269818741745189,-0.0013898517346014605,-0.02180308696312296,0.013879028046233846,-0.005173833767763844,-0.00022655587990726145
73,0.03019440937643151,0.021423251617619335,0.03545813885117173,-0.003642522551210636,0.013150436741197834,0.019295387475786675,0.009618215172192896,-0.005306599393362272
74,0.024830837476680908,0.010696659125107734,0.01881637482601187,0.017916488515466244,-0.006389055519729545,-0.005427996437144414,-0.004255950879139243,0.0010210396921098049
75,0.03524411788591636,0.004961037155261817,0.012491891513163789,0.01535810184409302,-0.0011681120304068609,0.017259758192676812,-0.002545646407206254,0.014797313101713989
76,0.027340978003168155,0.0198498427152482,0.0034376071754356786,0.005715982870646277,0.007001676282645469,-0.0022114062669041333,-0.004251786798253421,-0.00373862625348852
77,0.006327507912568272,-0.026266363000382584,0.006057268342469916,-0.0020004070935424265,0.020593990767648614,0.006364370706200828,0.006205728529985631,0.002747870114324679
78,-0.0002454290116767565,-0.017243903610599035,0.010093291638336905,0.005540198815156997,-0.005649304638724592,-0.008600105145318494,-0.0035293136637958075,-0.021045858985681423
79,0.020472959364817654,-0.0005936555572043358,-0.008549222565183909,0.01634750572131173,0.0006488425815450514,0.013478831096631172,-0.011299035166576285,-0.007486551891548136
80,-0.007157641273167046,0.02915608194806688,-0.009556249737012343,-0.009034993971406419,0.004750582317613611,-0.006355547617334986,-0.019065836237213248,0.005188685966411128
81,-0.035563576440463825,-0.02661915700793349,0.001731568051746308,-0.011330247058981212,0.005351569968141538,-0.0003417853111808006,-0.006657313271915256,0.009513198367496877
82,-0.007893122859294797,-2.366479415475027e-05,-0.031109976380869965,-0.015803693174177375,0.003953994514589455,0.004817701636438924,-0.018317868855673533,-0.008290170867001411
83,-0.035873172456489855,-0.004099640426352061,0.019935122265217646,-0.011458690260900541,-0.009950170731180867,0.010306833018917208,-0.011400502492434694,0.025133964496449158
84,-0.004833010181447632,0.0027300810690837583,-0.045430849559156064,-0.009473306977106124,0.002662630192477258,-0.015360377795685262,-0.009871111979014264,-0.0016040192783205206
85,0.006330071947858541,-0.004888225144925956,0.008865166311310726,0.02046507251211358,0.023385537469004375,0.009955370956682802,-0.0008345592868865418,-0.011084736138406428
86,-0.008077671960147276,0.011626237011336561,0.013753226157975293,-0.008485659527328044,0.005396280902631875,-0.019873968342483457,-0.01454780491717936,0.007061787063225437
87,0.012482815185397273,0.010786276611060042,0.011744479154453027,0.006707100340400873,0.011693089222985223,-0.026212385918672254,0.02360349728986625,-0.012336202754736755
88,0.011130997430865862,0.023498114101831384,-0.012413046678663862,0.0071718294958826884,0.005867025274252865,-0.0008714877924493707,-0.006940611555992515,0.010060406520444005
89,0.0018272701971411781,-0.00654958403373777,0.011842150747548574,0.0033400474459337366,-0.008067727470606323,0.008749446121966407,0.01219015479987684,-0.009247040638757385
90,-0.0013487936127149303,-0.00030662326822376336,0.0001976803646689465,-0.02463848825942891,-0.020746473721738688,-0.0008594516007555377,-0.0023623653307379153,-0.012899042050141026
91,-0.000895634472151221,-0.0020156690179321014,-0.00410112057375389,0.004574768079856688,-0.009245206311885926,-0.0035422868423174462,-0.004947552379762816,0.012043061468555298
92,-0.012079317645591697,-0.020139082533307973,-0.013620320401159968,-0.013048261180930195,-0.0017625415752369833,-0.0053720235535289415,0.0010139541564109823,-0.006892423986685431
93,-0.028389531675874862,-0.033885163009461476,-0.012766394571990186,-0.005766333295570095,-0.0012544224664068466,-0.001791586790463959,-0.006923685934014514,0.016171173850851022
94,-0.006966578425598002,-0.03322789358028125,-0.030904373220542396,-0.009479071208292352,-0.004910843825291944,-0.015217400721641294,-0.028952078005781194,-0.027715757414822864
95,-0.058854081595301685,-0.017023910404860416,0.018681228506131083,-0.016738503192028086,-0.028355157795993628,-0.03491181417943613,0.00577441007738428,-0.02779767057682928
96,-0.015103253496000309,-0.02270973959817041,-0.013941881775531191,-0.011716806210623626,-0.016921582593560462,-0.012859884353296913,-0.03464017321195688,-0.014050585899201724
97,-0.015092682792313697,-0.011678056540957178,-0.012128611795048719,-0.009502325037578987,0.010531011337938686,-0.0032718769021411404,-0.007214499950084363,0.02490588828899469
98,0.0077862073542330395,-0.03051351358144141,-0.008736494788854904,0.0009027387510138147,0.014290108836623999,-0.015721210338167875,0.0026202795044795975,0.009712790201199757
99,-0.03155557109859477,-0.01119976177013611,0.02115873048401766,0.00932991012582107,0.00022945216980278793,-0.01743289056232193,0.014318695918611398,0.004408983508670039
100,-0.014549566530885105,0.010923057162643536,-0.030012679731001066,0.0010280604015835571,-0.0018271725866300867,-0.010350669029940588,-0.009764715531961279,0.0016685227995316201
101,-0.014615268358054467,-0.0006818436887043259,-0.0049979314921631155,0.019598411096658327,0.011970075208027328,0.009230790798416115,0.03731359004796836,0.003535520337829925
102,0.010724246668768892,-0.009498428256533329,-0.011328125081310432,0.001769719632918925,-0.022383935603406263,0.003699508564842048,0.011142411556872841,0.029922613535525708
103,0.028549244356903262,0.02338066149280711,-0.00447009026215623,-0.004258663891319347,0.007982232423749559,0.0011540212657710465,-0.01927111335835093,0.0114356193856007
104,-0.05027418455637103,-0.03949160700340365,-0.03614280565234939,0.012921452409913256,-0.03390320067332353,-0.017584647811785245,-0.025339014019462442,-0.0043260260254484855
105,-0.008899068973787411,0.02535282045101602,0.00361731489584148,-0.009254961723915676,0.0003074279793722585,-0.006938182743760639,0.000512020737219749,0.008531466343393369
106,0.0220485939982318,0.03801995203877173,-0.009551442410872444,-0.008191723832983496,-0.007874647354690092,0.001019401953424095,-0.015203913927358006,-0.015109358989866314
107,-0.032906862214859896,-0.007921088720619331,-0.005982043917569735,-0.009142084448953149,-0.009475765102694033,0.018346636526600377,0.0086999576982082,-0.0062485908761518065
108,0.010860754275838295,0.051777646039691885,0.03485207941056405,0.00845039727782199,0.03354097943104798,-0.022208090467390196,-0.0011012914979251689,0.002085810517334265
109,-0.03537357397405923,-0.04262316097082336,-0.026458097584600607,-0.012260448922214555,0.013355625231074315,-0.00794365006968373,-0.027019889080787736,-0.0024799044940380013
110,0.017606643868464784,0.001242520929486575,-0.0034990040692883598,-0.0033347427834099115,0.015696262480428935,0.003259081819552525,-0.0067028029217181045,-0.00876286439197763
111,0.05204323780011246,-0.008777515948010017,-0.010832220908612423,0.02065876636047115,-0.0012554995958406635,0.004610509615764577,0.007830196540376515,-0.001160229578618647
112,-0.013320410540962994,-0.009254453131048241,-0.010054501875151957,-0.014398252377326778,0.01931028314806984,0.008949723510488498,-0.027098428354398754,-0.006022657103529609
113,0.005252601040006986,0.03400718187247634,-0.009017517084377868,-0.005315658138342918,-0.007850610221605922,-0.02174924729964009,5.644900304112126e-05,-0.025884305477007874
114,-0.004382634650519798,0.00332363379865294,0.008667479284130012,0.008077384513003119,-0.007899955114538119,0.017074131801483837,0.016609422250471295,-0.00043869871959731355
115,-0.005511596421829128,-0.027607197081224596,-0.00815481740559797,-0.014460295079545297,-0.008765329249412715,-0.01443833334884456,-0.003426959948628772,0.005762618874492758
116,0.013037501161778792,-0.017270935484055953,0.023037378245047386,0.007354722160673582,0.01149761592260137,0.002547027508049327,-0.014664886750800105,-0.013386235141024263
117,-0.003624881429797561,0.023885491899477918,0.004404568771047019,-0.004012917812727275,-0.007638167610377932,-0.0033077048407784645,0.0056268186100797545,0.01432439552274032
118,0.014427120769534377,0.02902822100437305,-0.005633361945424166,0.0015600842735985412,0.01412320221224196,0.018065821592368327,0.009963457392730411,0.019375690371205873
119,-0.0407637515351109,-0.030203278584112432,-0.002917492695177111,-0.017271832244380735,-0.001224441084092599,-0.016175973265186907,-0.020580091460327764,0.0005983518862926842
120,-0.03315060139530851,-0.04165138077947891,0.007824915531991085,-0.0035728005433721217,-0.020119200187683296,-0.001192157037939518,0.015039393576387842,-0.005139412034143719
121,0.006335739550263701,-0.029563370550306924,-0.0069912525149439745,0.010724144924723275,0.0018531688112862405,0.020584150939591272,-0.008503078066320495,-0.009153354004863654
122,0.011672918055191342,0.046228666009721926,0.012264309244877971,0.004396603581185581,-0.008091642851095936,-0.013449356034795103,-0.017815794698414354,-0.007066171181377134
123,-0.022537141696201718,0.02899124250042499,0.025168174996844553,0.000921608151256333,0.01320428422546221,0.010794150528785847,0.010672173917141488,0.011630961731542865
124,0.03418610165191993,0.0026039787020543824,-0.001927506338362344,0.002851479143463998,-0.004320937928647946,0.024168555475267754,0.011251705937609725,0.004776976313479179
125,-0.01601448687356197,0.027940974679718907,-0.03288350683238346,-0.006425911397838231,0.00036484087276399775,-0.0007015891322839146,0.018747649673658794,0.004783777166093282
126,-0.004488135899672767,0.030665484680261756,0.008019348125625039,-0.004143579521445895,0.0003564464499776505,0.03668835855978661,0.013533701305585816,0.007596038699200478
127,0.0035373442664469804,-0.024158144959344225,-0.008260226503353936,-0.008359154784430044,-0.018530044754705818,-0.017707969595175104,-0.01532098799317359,-0.005253314633722238
128,0.0014372982172911304,0.002760909859104118,0.023509525524533028,0.0008932419937597797,-0.015384320478868252,-0.005625808102623239,-0.00027443652006537995,0.002025303013537744
129,0.010446879544388284,0.002099274666612371,-0.0018699271455368295,-0.01121949755885927,-0.013283868383181264,-0.00990336130733421,0.0035034522687581123,-0.015359158024676061
130,-0.018000424649410006,-0.0014205608995013171,0.005474700777028352,0.016940609814372915,0.00032209648465562034,-0.006125797985392458,-0.004286929378388529,-0.004733630466840916
131,-0.04698885067765951,-0.0398542007706192,-0.011437875244589583,-0.025956806319353612,-0.00923388206711766,-0.020020290595840443,-0.014746428447909733,-0.030546250959467766
132,0.001925983539770467,-0.020046258227014734,0.00439485784298913,-0.005872378230254763,-0.016309238048707635,0.01905528229663217,0.01163143775470146,-0.009297989349789973
133,-0.005359338664584841,-0.03865796481962123,-0.008571569317911767,0.002614574542649911,0.00033569600656519296,-0.012802644715849638,-0.009227880514343825,-0.009397002123736418
134,0.009953582483104371,0.020851370267434235,0.0024891009542039703,-0.00770913277022828,-0.01577698092530984,-0.021203740588619235,-0.002573813238644357,0.01756502724651187
135,-0.022574578233303354,-0.037831084628543565,-0.008999335163224122,-0.026429559576419532,0.0014896008674131316,-0.005746732514206995,-0.014085083174269675,-0.0009317002843548666
136,0.028618257820748363,0.05575735030341794,0.03224689474205595,0.007199370979062548,-0.0017716826181783459,0.021018624473716607,0.012429076528369179,0.017765900561119763
137,-0.005794988578511979,0.011972694473693658,0.038883698973753815,0.015793384893209517,0.012063964593652233,0.011403440298198883,0.018656191632051906,0.0102075239486949
138,0.0167690417569479,0.03469085593189407,-0.0049285087095759465,-0.0062710488168795375,0.00824455484819563,0.039688206925207685,0.007980839740149496,0.017179113192874067
139,0.03492236664073158,0.021917903783789664,0.02249052870824974,0.02928897256958762,0.04555389071685298,0.0350821065060246,0.0514872789727238,0.03284634856787533
140,0.03501666663777792,-0.0260736151342802,-0.007534308530603439,-0.006956524754833035,-0.010664270119482159,0.006030732133142246,-0.008045652017609359,-0.005623551670070642
141,-0.012262567406057552,0.009036746803108146,-0.019472451815450098,-0.015181517585696259,-0.012554261902468108,-0.003390251151002722,-0.018088150968448326,-0.004127623896061569
142,-0.04400690867078916,-0.002025201106328315,-0.0470601036420511,-0.04499611974964814,-0.026420478745097113,-0.0024849450725879,-0.012259322836671815,-0.004572499556224741
143,0.03625575007814689,0.01798825903834628,0.028416208855122672,0.005999674406915069,-0.0007112155833568163,0.01156364941650815,0.00196286904757968,0.005404624810805029
144,-0.026773556432670882,-0.02435414854674347,-0.01032129684179351,0.012185553191111885,-0.013371904167285448,-0.021805334497095145,-0.007127054356246503,0.005752076412950322
145,0.0062271078116824825,-0.016428734184821728,-0.004690906789415335,-0.0026064674989716447,-0.02257470335914559,0.006672143063053632,0.0062132978936634605,-0.00024377030954498289
146,0.0005142175929039399,-0.0024065680629782133,-0.0013092265379811515,-0.02204577927472032,-0.003947045305544436,-0.003698268390869816,-0.003448493650959113,0.011820451626398821
147,-0.023197164539652093,0.0007335778322031354,0.004858538035097244,-0.0029319390188706556,-0.014878051398493481,-0.004430889152970083,0.02072760597031779,-0.003263360739283655
148,-0.013066550696238497,0.008336875164754252,0.0333585979654617,0.005765119832247118,0.024280913802412766,-0.011460484520450157,0.007978442698135288,0.0298010889440831
149,-0.003180821783351554,-0.036683871276133255,-0.013350359435471186,-0.014273265903714564,0.020976284256749304,-0.0195181860725732,-0.010395991298940643,0.0056357260182920066
150,0.025312995010428135,-0.009453604289357351,-0.018271870207878477,0.00016134343144316114,-0.0034292990971419306,-0.0025944271123067414,-0.004742329260966052,-0.0022670182126497294
151,-0.00518299246414557,0.004898210332483982,-0.007861721780336946,0.004317011771697043,-0.017723810328235737,-0.02056044346672402,0.0021765858894060896,-0.014561752687275718
152,-0.00226430434948891,-0.01881378302678975,0.013494586200404477,-0.01690880718955228,0.00014824667273386632,-0.020843195688849313,-0.00961603795262732,-0.02134415566676731
153,0.019395866970937908,-0.004715164407932348,-0.01765656056746066,-0.025497939471196614,-0.016092833996737922,0.006537586709447635,0.0002352131755300128,-0.01109631336037518
154,0.020688380641512988,-0.0013073902989529217,0.02112671827682981,-0.025529584997392683,-0.00819061678791591,-0.00815748060590652,-0.010529694995189302,-0.0013203947354458341
155,0.019770615998683842,0.02020774881122664,0.04387597474531951,0.00475923337526628,0.004673845438925597,0.018752397590153264,0.02776204953386366,0.002305370955639983
156,0.0073082313867158105,0.025368252901667117,-0.033442762800696565,0.005159843965305964,0.0023835525632849427,-0.00478624848928141,0.028093626171387293,0.01929099991740295
157,0.023177070670744815,-0.017541314000305862,0.0067028258254234144,0.008514558213545626,0.010309178947260883,0.01487066338529127,0.010122295447599227,0.010692771631577842
158,-0.0021037346041147924,0.0006737174363788522,-0.0011579952747645082,-0.012558159215570668,-0.01702927853140442,-0.005539946466460477,0.009645723710258774,-0.007674445891088406
159,-0.002978733982237783,-0.014339930927904405,-0.018223345982809294,-0.010727312057250544,-0.022160898146207277,-0.025528493044087937,0.0017913765664364653,-0.018489941719618944
160,-0.01681788003001025,-0.004116854265009776,-0.01763710617514394,-0.009419129958728244,-0.002697155665833142,-0.01222622841161161,0.021230660762868243,-0.010541143596914378
161,-0.016907165087601123,-0.02400729683894707,-0.020419310900706467,-0.0038311009413218716,-0.004988470151256235,-0.022359351417944318,-0.0012927432683237598,-0.02761863951899192
162,0.01675623162523535,0.01050842326391011,0.009633739140659918,0.031655422893184904,0.022447227507485828,0.02975290162518335,0.02222240345870862,0.03581749674219917
163,-0.02310552146710317,-0.02030167919954482,-0.023063376334409972,-0.023553986964678614,-0.03718719914858514,-0.00801845637352172,0.0003186306445353143,-0.02171889522943004
164,0.015420024789971025,-0.013896854167870102,-0.012353918916812782,-0.0052776302246177,0.01605037030216218,0.0010150271185643551,-0.003301735873419989,-0.0108979679553954
165,-0.05519551277500788,-0.006693777729809703,-0.016547956810483277,-0.007380260322396449,-0.006938360069805969,-0.008768382895624222,-0.002129191226741242,0.008472305067373006
166,-0.0018831128735452244,0.004565823571990188,0.015371697540861987,0.0015784500157490213,0.019039394594684754,0.005185410399682529,0.015874875284827627,0.006282031948322609
167,-0.005903114341055171,0.030227693430067364,-0.022505369025163986,-0.012504294307400587,0.011866188344621352,0.006876168630694306,0.011338773559038687,0.004064205007521332
168,-0.0296483181912925,-0.0004892554227332296,-0.03111585674500238,-0.004616945771364287,-0.00343108556950922,-0.0016475032158164557,0.0031467211891719085,0.006777445235228694
169,-0.001536874631637944,-0.043246959799174485,0.006525557946578194,0.007358513334999732,-0.020883474641747564,-0.015710598300040512,-0.0048889486709881086,0.0041930139951644
170,-0.01612278460882897,0.015366365715410554,-0.006492125547354713,0.0015060607479298622,0.015748421840477075,-0.011670487856387551,-0.0014023189707040688,-0.007061627010218379
171,0.008695895268827414,0.009616539371321616,0.005151640723985144,0.009620568088499273,0.0120784477506077,-0.002292274106578919,0.007929900700665026,-0.01449688473874006
172,0.02275861253254415,0.02232649430306904,-0.010987277104308009,-0.006728717623832987,0.0015577129374246112,0.02067182225249653,0.004490615340429592,0.004418580967874133
173,-0.0011441089084834183,0.005887360713547729,-0.013327246130419655,0.00036755888575791193,0.004492059476122624,-0.016868768156314527,-0.007279880915147058,-0.005376736892952795
174,0.0008609532069348939,-0.016978736540883367,-0.016691209606589673,-0.017327450162895622,-0.0014982940631062666,-0.0018446513346227038,-0.014148874190566232,0.007017428738036313
